sentiment,airline,text
neutral,American,"@AmericanAir Thank you for the info! Changes need to be made over the phone, correct? Is there any way an AA agent can call me directly?"
negative,American,@AmericanAir it's been almost 3 days and it's still frozen. Thanks doll 😘😑
negative,United,.@united call my work and tell them it's your fault I'm Late Flight
negative,American,@AmericanAir they will just say dumb things to beat around the bush ! If you're flight Cancelled Flightled be prepared for no compassion from them
negative,US Airways,@USAirways My bags were supposed to be delivered to NYC last night (missing since Thurs) but are not here. Can someone call me?
neutral,US Airways,"@USAirways Darn it, first in line for no upgrade! Wish I understood the policy. :) http://t.co/xGPaAyFDwt"
negative,United,@united submitted customer care form Jan 7th. Still no response. A little longer then 7 - 10 business days
negative,American,@AmericanAir I tried to book a rwrd and was told I couldnt. Bought tix on USAir (now AA-no choice) didn't bother to + AAdv# with this svc...
negative,US Airways,@USAirways suppose I need to tweet everyone how horrible your airline is for you to take notice. Let me try that route.
negative,US Airways,@USAirways have you ever lost luggage with an infant and a 4 year old? Then customer service never answered the phone. I've tried all night.
neutral,Southwest,@SouthwestAir thank you for the response. How can I got about getting the points onto my rewards account?
neutral,US Airways,@USAirways - My guess is what happened in #Vegas ended up in #Philly #Sexy http://t.co/qgMfCB7yT4
positive,Delta,@JetBlue Hopefully now my application for JetBlue donut designer will finally go through the proper channels.
negative,United,@united no way one person is working entire security checkpoint in EWR 🆖
positive,Southwest,@SouthwestAir Have had a companion pass for a few years and my wife and I use it all the time.  Thanks #southwest for making travel easy!
neutral,Southwest,@SouthwestAir Thanks for reminding me about my upcoming trip to Florida but you really didn't need to... http://t.co/p6r5rt5Ow5
negative,American,@AmericanAir narrowly made standby...lots of snags this trip!
negative,US Airways,@USAirways Can you help me with a refund.  the phone guy couldn't help.  The website won't let me submit a reply.
positive,Virgin America,@VirginAmerica Giants and Virgin America. A match made in heaven.
negative,American,@AmericanAir @dfwairport listening to all the flights taking off over my house and kicking myself for Flight Booking Problems an AM flight tomorrow. Iceday?
negative,Southwest,@SouthwestAir When will your phone agents be able to give the correct departure times for CUN? When can we checkin online for international?
negative,US Airways,@USAirways but you guys switched me and didn't inform me of the chathes
negative,US Airways,.@USAirways I guess from now on I should take my chances &amp; keep the $50 for the courtesy free because it seems cabin is always full.
negative,United,@united was told by Supervisor that United disconnected their customer support # so there was nobody to address it now. #igiveup
negative,United,@united DEN-PHX flight tomorrow Cancelled Flighted. Asked for overnight 2nite in LAX/SNA. Told not without paying. That's wrong
negative,Southwest,@SouthwestAir jumped the gun a little Cancelled Flighting our flights? No other airline is Cancelled Flighting out of Louisville. You're ruining my vacation.
negative,United,@united flight from san fransico to jfk was evacuated why?
negative,United,@united Thanks! I'll fill up the form as soon as I land. I don't like being duped so I hope you will appreciate my feedback &amp; will be better
neutral,Delta,They didnt just tweet this... Nah. RT “@JetBlue: Our fleet's on fleek. http://t.co/1yLn1Gx4QX”
negative,American,"@AmericanAir I need to go to YYZ tmr morning 8am. I switched to United already, but my bag is still off in AA la-la land."
negative,American,"@AmericanAir all right, but can you give me an email to write to ?"
neutral,Southwest,@SouthwestAir Working on a piece about military discounts and am hearing you offer one. Can you give me specifics and confirm? Thank You!
positive,Southwest,@SouthwestAir @FortuneMagazine Congrats!
positive,Virgin America,"@VirginAmerica View of downtown Los Angeles, the Hollywood Sign, and beyond that rain in the mountains! http://t.co/Dw5nf0ibtr"
neutral,Southwest,@SouthwestAir I'm 30 mins out WAIT FOR ME😭😭😭
negative,American,@AmericanAir this is the biggest joke of #customerservice I've ever seen from a  ✈️ brand http://t.co/XHSUUpHeZe
neutral,Delta,"@JetBlue Change in the Air for Travelers, Investors - @BloombergNews http://t.co/6redD3vC73"
neutral,Southwest,@SouthwestAir @Vindictive_tK Larry David works for southwest?
negative,Southwest,"@SouthwestAir @saianel You could have just said ""We don't know"""
negative,United,@united yes. We waited in line for almost an hour to do so. Some passengers just left not wanting to wait past 1am.
neutral,Southwest,@SouthwestAir How can we get refund instead of credit for flight that you Cancelled Flightled? We couldn't switch to a flight tomorrow.
neutral,American,"I'd like the 11c I originally tried for @AmericanAir - again, happy to pay the difference"
negative,United,@united 4595. We are now going back to the gate b/c of something overheating after sitting out here for 3+ hours.Love United but this stinks
positive,American,@AmericanAir No apology necessary. It was wind and I was on Delta. XOXO
negative,US Airways,@USAirways @BohnJai they lost my bag @PHL baggage handlers broke open my bag and stole my camera
negative,American,@AmericanAir you could train your flight attendants to have some manners and decency
negative,US Airways,"@USAirways And, the helpful employee who changed her boarding zone so that she would have space for her pump is now being disciplined #fail"
positive,United,@united perfect! That works! Thank you!
neutral,Southwest,"@SouthwestAir Looks like 'On February 19, 2015, we will open our schedule for sale through October 30, 2015' - know what time that will be?"
neutral,United,@united refund?
positive,US Airways,@usairways #crew keeping safety top of mind in CLT. http://t.co/a0YoSJHZMc
neutral,American,@AmericanAir did you know that suicide is the second leading cause of death among teens 10-24?
neutral,United,@united @gg8929 Ladies and gents - United Airlines...
negative,US Airways,"@USAirways stuck on Tarmac for 30 mins at PHL waiting for someone to load baggage,ridiculous http://t.co/BRCsjBxG2s"
neutral,US Airways,@USAirways How do I get a receipt for a change fee when I originally booked with miles?
positive,Southwest,@SouthwestAir is making dreams come true with their #DestinationDragons scavenger hunt! You can win a chance to see Imagine Dragons! Go!
negative,American,"@AmericanAir you Cancelled Flightled my flight due to ""weather"" when others are flying out just fine.  No compensation, no resolution.  Incompetent."
negative,Delta,@JetBlue seriously? System down? No IT?
neutral,American,@AmericanAir I need some help. My record locator is bringing up TWO different flights in your system. One op by AA &amp; one from US Airways.
neutral,Delta,@JetBlue we are on flight 751 and were returning to the gate can you provide any information?
neutral,Southwest,@SouthwestAir flying flight 3130 tomorrow at 7:20 from PBI- I have boarding position C-42. Is flight overbooked? Have funeral to attend!
negative,United,@united hold for 30 minutes finally got someone and they retook my form of payment and confirmed that my reservation was set. I tried to
negative,Southwest,"@SouthwestAir I fly back to Omaha for my grandmothers funeral, you Cancelled Flight my return flight and dont bother to notify me. Thanks a lot."
positive,Southwest,@SouthwestAir :arrived in San Juan early. Thanks for a great flight. LUV u!
negative,United,@united can you help me with a delayed flight as im going to miss my connection?
neutral,Southwest,@SouthwestAir  is there a route to flight from Mexico City to Chicago midway using your services?
positive,Delta,@JetBlue Haha. Thanks. You guys are great. Unlike the @nyjets. ;-) #GoPatriots!
negative,Southwest,@SouthwestAir we've now lost a whole day of our honeymoon... Very disappointed and frustrated with everything.
negative,United,@united I flew back w other company since United didnt have an earlier flight
negative,United,@united Is flight 5001 really going to leave Newark today?  If not tell us now and I will rent a car.  I do not want to end up stranded.
